scheme_code,scheme_name,4_month_rolling_return,monthly_return,variance_of_monthly_returns,max_drawdown,drawdown_duration,excess_return,sharpe_ratio,downside_return,annualized_return,volatility,downside_deviation,max_gain,beta,alpha,treynor_ratio,information_ratio,CAGR,up_capture_ratio,down_capture_ratio,recovery_time,nav,diversification_score,Score
100814,UTI - Overnight  Fund - Regular Plan - Growth Option,100.74262232447651,99.54960989283852,825.7755887458458,-0.1748656812985488,0,99.54710989283852,1.00019379336102,0.0,1.0679838363070646e+24,99.5455024847941,0.0015611515654678,99.54960989283852,-2.487683466226598,99.55109301478598,-40.00493279950653,0.0926324521609807,0.709075958361417,38.843884176758486,-0.1657286636034249,1,2449.9013,-293.9023714926655,33.04618796900323
124265,UTI Overnight Fund - Regular Plan - Daily IDCW,100.74267513028724,99.54993187704927,825.7809322084721,-0.1746258302700757,0,99.54743187704928,1.0001937822879476,0.0,1.0680248763456488e+24,99.54582455583792,0.0015599502895767,99.54993187704927,-2.4895744551405583,99.551418026729,-39.97467586139356,0.0923603706125442,0.6586053605930124,38.77671269708044,-0.0827438727576194,1,1343.1661,-528.1100219890399,33.03212022193021
120786,UTI Overnight Fund - Direct Plan - Periodic IDCW,97.95750916778267,99.5544622882141,825.8961292053526,-4.493604045292732,0,99.5519622882141,0.9999032947740366,0.0,1.0686024748737972e+24,99.55276766852958,0.023959129457294,99.5544622882141,-2.481496457462065,99.55593550391316,-40.106630815021234,0.0924163281676089,0.6682790508129839,38.79357977857861,-0.097447495375463,12,1411.3221,-457.7699261977356,31.366209199002792
100813,UTI Overnight Fund - Regular Plan - Periodic IDCW,97.855106428725,99.5493041937906,825.8136463244616,-4.619146751839388,0,99.5468041937906,0.9998807935498816,0.0,1.0679448733096242e+24,99.54779633871128,0.0246091265838504,99.5493041937906,-2.4811166469159907,99.55077680136094,-40.11069141690389,0.0924036329107206,0.665919688358743,38.788492075803525,-0.0934994062366029,15,1379.3253,-474.5315986993241,31.315289668357995
145540,ICICI Prudential Overnight Fund - Fortnightly IDCW,8.985975681596251,8.998734339197096,6.748076674952199,-0.1584061565795552,0,8.996234339197096,0.996689657089168,0.0,998482263841.7982,8.998717691950691,0.0008808533652952,8.998734339197096,-1.6236210937961566,9.011159612455648,-5.523908486694685,0.1729508091012343,1.6322092552665288,11.022449209953349,-0.0232873821394209,7,1000.1414,-481.13646043310297,3.375321464897901
145544,ICICI Prudential Overnight Fund - Direct Plan - Quarterly IDCW,8.949390465125962,8.926110201272193,6.638597624090554,-0.6299062771607408,0,8.923610201272194,0.9975754064791356,0.0,914848351711.494,8.925422762485072,0.0051346400697706,8.926110201272193,-1.780796272550586,8.939980320561224,-4.995579976439718,0.1759116781985603,1.7244582246174782,10.941422868250894,-0.0132452692171682,19,1003.6965,-833.0819186204546,3.1950585693147677
145541,ICICI Prudential Overnight Fund - Direct Plan - Fortnightly IDCW,8.985612803706125,8.998710352073884,6.7480403107463705,-0.161594263653171,0,8.996210352073884,0.9966900595320256,0.0,998453519722.4828,8.998693445659566,0.0006855950320003,8.998710352073884,-0.0870080292437464,8.997010180689756,-103.0791115489896,0.1428078117042863,0.8983139565532892,7.742287608070511,-0.0081567520323461,18,1000.144,-1103.63314366498,3.1666242807972576
145548,ICICI Prudential Overnight Fund - Monthly IDCW,8.974137784882775,8.998737340917952,6.748418159155111,-0.3277335961313728,0,8.996237340917952,0.9963905844147244,0.0,998485860901.0452,8.998945377646278,0.0008912030458498,8.998737340917952,-0.0023010766358863,8.996258493758175,-3897.62652883716,0.1477673583695795,0.977110938202926,8.342689370928312,-0.0120306939584078,17,1000.1437,-6551.352104161835,3.124661545719357
145547,ICICI Prudential Overnight Fund - Daily IDCW,9.0,9.0,6.750000000000136,-0.0001999986000022,0,8.9975,0.9966666666669898,0.0,999999999999.0,9.00000000000009,1.3916324278211245e-06,9.0,-0.0977970391292667,8.998399007495319,-91.7205682284878,0.1077044420772811,0.4925489093287072,5.273250379695881,-5.2003792282394215e-12,4,1000.005,-1014012661187.3114,3.114760574632174
119090,HDFC Liquid Fund - IDCW Monthly - Direct Plan,-0.0010070387610658,-0.0006424308281904,827.7162120503272,-0.7336069022144537,9,-0.0031424308281904,0.9996154565456764,-0.0006424308281904,-0.0076819888390211,99.66240286388808,0.0030661273765346,99.66170815525852,-30.679744067706068,1.132919528944826,0.0009987837825689,0.0920645983337023,0.6170204834312996,8.33596984566553e-05,-72.48370626677129,108,1026.5324,0.4633786891575058,268.88190290317857
100876,HDFC Liquid Fund - IDCW Monthly,-0.001002375142498,-0.0006343575280307,827.6528650799627,-0.7291637852876607,9,-0.0031343575280307,0.9996159137335876,-0.0006343575280307,-0.0075857873907763,99.65858909777695,0.0030245263769241,99.65789832356548,-30.67852111382256,1.132882316619964,0.0009985604395457,0.0920645781819329,0.6170206313506759,4.550895616445138e-05,-72.48102491342766,108,1026.5294,0.4633790691783209,268.86322533411834
120785,UTI - Overnight Fund - Direct Plan - Growth Option,101.11699399434906,0.0054007790991752,825.8553164243317,-0.158456528931378,0,0.0029007790991752,1.000168769515649,0.0,0.0667695464549305,99.5503078704028,0.0014068504443458,99.55420782895514,-2.487807386988343,0.0676581983664132,0.009887912154889,0.0926403768853699,0.7105674806562878,38.847601318464974,-0.1681829244513846,1,2504.6133,-230.50638577108035,268.52406491928156
124265,UTI Overnight Fund - Regular Plan - Daily IDCW,0.0,0.0,825.8182206635632,-0.1746258302700757,0,-0.0025,0.9999228714751276,0.0,0.0,99.5480720454332,0.0015599502895767,99.54993187704927,-2.4895744551405583,0.0081304513173068,0.0120502521778591,0.0923603706125442,0.6586053605930124,38.77671269708044,-0.0827438727576194,1,1370.8617,-468.1327371244318,268.5050156486929
100814,UTI - Overnight  Fund - Regular Plan - Growth Option,101.09944962261596,0.0053582176465944,825.7807359132701,-0.1748656812985488,0,0.0028582176465944,1.0001563863092129,0.0,0.0662277602223815,99.54581272438956,0.0015611515654678,99.54960989283852,-2.487683466226598,0.067612411266716,0.0099055135783745,0.0926324521609807,0.709075958361417,38.843884176758486,-0.1657286636034249,1,2487.6633,-233.90456150638985,268.4927903058135
140180,Edelweiss Liquid Fund - Retail Plan Monthly - IDCW Option,0.0212842646308433,0.0051411485896462,825.925299059195,-0.5288275506255655,0,0.0026411485896462,0.9998760091560682,0.0,0.0634685000523265,99.55452570682228,0.00096781770262,99.55599649024848,21.445168741170384,0.2819042348959094,-0.0011591818982813,0.1026707469588922,0.8615353830485002,44.09080833981814,-0.0943864707266602,11,1029.9613,-466.6180923952762,268.38787629355323
120786,UTI Overnight Fund - Direct Plan - Periodic IDCW,101.11725351610929,0.0054009056949801,825.9017356337379,-4.493604045292732,0,0.0029009056949801,0.9998625457124988,0.0,0.0667711583332471,99.5531055648434,0.023959129457294,99.5544622882141,-2.481496457462065,0.0674940519917959,0.0099130080283001,0.0924163281676089,0.6682790508129839,38.79357977857861,-0.097447495375463,12,1433.2565,-397.6195596175178,266.6796816533623
100813,UTI Overnight Fund - Regular Plan - Periodic IDCW,101.09914053900378,0.0053581120323118,825.8187905145387,-4.619146751839388,0,0.0028581120323118,0.9998434001030684,0.0,0.0662264161186025,99.54810639170624,0.0246091265838504,99.5493041937906,-2.4811166469159907,0.0674413718922181,0.0099317732595594,0.0924036329107206,0.665919688358743,38.788492075803525,-0.0934994062366029,15,1400.5858,-414.375111390628,266.59887891335075
140197,Edelweiss Liquid Fund - Direct Plan Monthly - IDCW Option,-0.0424916733533859,-0.0598374082109518,826.1843620722174,-6.576846400271025,1,-0.0623374082109518,0.9996597216858264,-0.0598374082109518,-0.5230909057020768,99.57013781685052,0.0146783371117377,99.5697947798366,21.44901549094145,0.0349389113603111,-0.0041884163983607,0.1024488541377573,0.8106925440119401,44.041537896257,-0.0107973919216813,57,1003.92,-4078.405820644343,265.877940939163
140178,Edelweiss Liquid Fund - Retail Plan - Weekly Dividend Option,0.0150891086581359,0.0051410320415699,817.5657392322621,-0.1497635483164419,0,0.0026410320415699,0.999866372114759,0.0,0.0634670203183129,99.0494264031203,0.0007088461133619,99.05082310685424,21.337120768071976,0.2804970969902128,-0.0011650572834376,0.1026659048343764,0.8604191330053612,43.86769344204347,-0.0939337756627569,11,1017.9409,-466.49410597918455,265.8341800462005
